DateTime,TSLA,HMC,HYMTF,CVX,TM,F,^GSPC,Sales,prediction_1,prediction_2,prediction_3
2019-01-31,20.468000411987305,26.969484329223633,45.0,94.79035186767578,123.16999816894531,7.483047008514404,2704.10009765625,9575.0,9575.0,9552.402881216787,9639.617647058823
2019-02-28,21.325332641601562,25.355079650878906,32.40999984741211,99.86019134521484,121.04000091552734,7.457536697387695,2784.489990234375,9682.0,9647.25,9669.432847867038,9612.333333333334
2019-03-31,18.657333374023438,24.55622673034668,30.350000381469727,102.86651611328125,118.0199966430664,7.466039657592773,2834.39990234375,9566.0,9685.24,9657.118467579616,9612.333333333334
2019-04-30,15.912667274475098,25.206958770751953,33.5,100.26103210449219,123.5999984741211,9.028675079345703,2945.830078125,9595.0,9633.29,9877.015348454459,9612.333333333334
2019-05-31,12.343999862670898,22.242504119873047,29.5,96.01052856445312,117.58000183105469,8.225166320800781,2752.06005859375,9810.0,9544.9,9929.891703245588,9612.333333333334
2019-06-30,14.897333145141602,23.546201705932617,30.5,104.94117736816406,123.98999786376953,8.838598251342773,2941.760009765625,9478.0,9579.22,9965.097486577179,9604.333333333334
2019-07-31,16.107332229614258,22.671419143676758,31.700000762939453,103.8195571899414,129.0500030517578,8.356698989868164,2980.3798828125,9749.0,9622.63,10112.057972164817,9604.333333333334
2019-08-31,15.040666580200195,21.55971908569336,28.0,100.29466247558594,130.6300048828125,8.041021347045898,2926.4599609375,9826.0,9560.87,10135.47121081751,9604.333333333334
2019-09-30,16.058000564575195,23.945615768432617,30.0,101.04440307617188,134.49000549316406,8.03225326538086,2976.739990234375,9716.0,9582.5,10244.030651069705,9604.333333333334
2019-10-31,20.994667053222656,24.762781143188477,31.399999618530273,98.94854736328125,138.5500030517578,7.656046390533447,3037.56005859375,9336.0,9623.03,10243.433483458692,9604.333333333334
2019-11-30,21.996000289916992,25.81866455078125,30.700000762939453,100.77529907226562,140.2100067138672,8.074946403503418,3140.97998046875,9565.0,9677.66,10306.208852487733,9604.333333333334
2019-12-31,27.8886661529541,26.175138473510742,31.5,103.683349609375,140.5399932861328,8.288850784301758,3230.780029296875,9897.0,9652.28,10323.142370615258,9604.333333333334
2020-01-31,43.371334075927734,23.66950035095215,31.5,92.18018341064453,138.83999633789062,7.994729518890381,3225.52001953125,9559.0,9651.31,10268.967617784441,9604.333333333334
2020-02-29,44.53266525268555,23.7249755859375,26.25,81.24568939208984,130.75,6.308766841888428,2954.219970703125,9753.0,9687.71,10343.361912192797,9601.777777777777
2020-03-31,34.93333435058594,20.95209503173828,21.3799991607666,63.0711555480957,119.94999694824219,4.378066062927246,2584.590087890625,5807.0,9688.42,10192.413312864752,9601.777777777777
2020-04-30,52.12533187866211,22.435346603393555,25.209999084472656,80.0793228149414,123.58999633789062,4.613739013671875,2912.429931640625,3109.0,9696.52,10288.242502272089,9612.333333333334
2020-05-31,55.66666793823242,24.301069259643555,22.670000076293945,80.989990234375,126.01000213623047,5.175726890563965,3044.31005859375,5688.0,9715.81,10187.4265591951,9612.333333333334
2020-06-30,71.98733520507812,23.916858673095703,22.5,78.8084487915039,125.62999725341797,5.511106491088867,3100.2900390625,9293.0,9674.94,10381.018601800528,9604.529411764706
2020-07-31,95.38400268554688,22.784645080566406,29.0,74.13629150390625,119.33999633789062,5.99151611328125,3271.1201171875,9253.0,9604.74,10447.21747042692,9604.529411764706
2020-08-31,166.10667419433594,23.935575485229492,37.650001525878906,75.19613647460938,132.42999267578125,6.181866645812988,3500.31005859375,9211.0,9605.65,10484.228751666858,9604.529411764706
2020-09-30,143.00332641601562,22.319259643554688,35.900001525878906,64.5075912475586,132.44000244140625,6.036837100982666,3363.0,9994.0,9582.2,10585.550024253782,9604.529411764706
2020-10-31,129.34666442871094,22.243921279907227,34.7400016784668,62.26774978637695,131.2899932861328,7.006720066070557,3269.9599609375,10367.0,9601.29,10718.682228875941,9604.529411764706
2020-11-30,189.1999969482422,26.10505485534668,38.5,79.25725555419922,134.4600067138672,8.230401992797852,3621.6298828125,9978.0,9644.68,10889.537686752197,9604.529411764706
2020-12-31,235.22332763671875,26.78336524963379,43.68000030517578,76.77532958984375,154.57000732421875,7.967537879943848,3756.070068359375,9100.0,9616.71,10712.210093085721,9604.529411764706
